pet_id,name,species,breed,date,risk_score,health_alert_level,food_amount,is_food_anomaly,sleep_hours,is_sleep_anomaly,weight_kg,is_weight_anomaly,meow_count,is_meow_anomaly,note_text,note_is_stressful,note_is_illness_related
pet018,Amy,cat,Bengal,2025-07-04,1,Vàng (Theo dõi),255.0,true,14.9,false,4.5,false,1,false,,false,false
pet018,Amy,cat,Bengal,2025-07-04,1,Vàng (Theo dõi),285.0,true,16.0,false,5.0,false,5,false,,false,false
pet019,Mark,cat,Munchkin,2025-07-04,1,Vàng (Theo dõi),245.0,true,15.9,false,5.4,false,0,false,,false,false
pet001,Charlene,dog,Siamese,2025-07-03,3,Cam (Cảnh báo),254.0,false,16.1,true,4.2,true,5,false,,false,false
pet014,Kent,dog,Munchkin,2025-07-03,3,Cam (Cảnh báo),170.0,false,16.7,true,2.7,true,6,false,,false,false
pet014,Kent,dog,Munchkin,2025-07-03,3,Cam (Cảnh báo),160.0,false,17.1,true,4.3,true,7,false,,false,false
pet006,Sandra,dog,Siamese,2025-07-03,2,Vàng (Theo dõi),166.0,false,14.3,false,3.7,true,7,false,,false,false
pet012,Jessica,dog,Bengal,2025-07-03,2,Vàng (Theo dõi),159.0,false,13.0,false,2.7,true,8,false,,false,false
pet012,Jessica,dog,Bengal,2025-07-03,2,Vàng (Theo dõi),296.0,false,14.8,false,4.9,true,6,false,,false,false
pet012,Jessica,dog,Bengal,2025-07-03,2,Vàng (Theo dõi),166.0,false,15.3,false,2.9,true,8,false,,false,false
pet012,Jessica,dog,Bengal,2025-07-03,2,Vàng (Theo dõi),279.0,false,15.9,false,2.8,true,5,false,,false,false
pet013,Adam,dog,British Shorthair,2025-07-03,2,Vàng (Theo dõi),298.0,false,16.0,false,2.6,true,1,false,,false,false
pet014,Kent,dog,Munchkin,2025-07-03,2,Vàng (Theo dõi),285.0,false,13.2,false,3.5,true,10,false,,false,false
pet014,Kent,dog,Munchkin,2025-07-03,2,Vàng (Theo dõi),276.0,false,12.5,false,3.1,true,0,false,,false,false
pet014,Kent,dog,Munchkin,2025-07-03,2,Vàng (Theo dõi),240.0,false,13.0,false,3.0,true,3,false,,false,false
pet018,Amy,cat,Bengal,2025-07-03,2,Vàng (Theo dõi),182.0,false,13.3,false,6.3,true,10,false,,false,false
pet003,Angelica,dog,Siamese,2025-07-03,1,Vàng (Theo dõi),161.0,false,16.1,true,5.8,false,8,false,,false,false
pet012,Jessica,dog,Bengal,2025-07-03,1,Vàng (Theo dõi),198.0,false,16.3,true,5.0,false,1,false,,false,false
pet004,Oscar,cat,Bengal,2025-07-03,1,Vàng (Theo dõi),287.0,true,14.9,false,4.7,false,2,false,,false,false
pet009,Justin,cat,Persian,2025-07-03,1,Vàng (Theo dõi),251.0,true,16.8,false,5.5,false,0,false,,false,false
pet017,Tracy,cat,Siamese,2025-07-03,1,Vàng (Theo dõi),281.0,true,13.3,false,5.7,false,0,false,,false,false
pet017,Tracy,cat,Siamese,2025-07-03,1,Vàng (Theo dõi),251.0,true,17.2,false,2.9,false,7,false,,false,false
pet001,Charlene,dog,Siamese,2025-07-02,3,Cam (Cảnh báo),208.0,false,16.8,true,3.0,true,6,false,,false,false
pet001,Charlene,dog,Siamese,2025-07-02,3,Cam (Cảnh báo),245.0,false,16.3,true,3.6,true,3,false,,false,false
pet013,Adam,dog,British Shorthair,2025-07-02,3,Cam (Cảnh báo),255.0,false,17.0,true,4.3,true,7,false,,false,false
pet001,Charlene,dog,Siamese,2025-07-02,2,Vàng (Theo dõi),274.0,false,14.9,false,2.6,true,8,false,,false,false
pet003,Angelica,dog,Siamese,2025-07-02,2,Vàng (Theo dõi),153.0,false,15.2,false,2.6,true,8,false,,false,false
pet010,Chris,dog,British Shorthair,2025-07-02,2,Vàng (Theo dõi),175.0,false,14.9,false,3.3,true,6,false,,false,false
pet011,Lisa,dog,Siamese,2025-07-02,2,Vàng (Theo dõi),282.0,false,15.6,false,2.9,true,2,false,,false,false
pet011,Lisa,dog,Siamese,2025-07-02,2,Vàng (Theo dõi),253.0,false,12.8,false,3.4,true,5,false,,false,false
pet012,Jessica,dog,Bengal,2025-07-02,2,Vàng (Theo dõi),182.0,false,13.0,false,3.8,true,10,false,,false,false
pet001,Charlene,dog,Siamese,2025-07-02,1,Vàng (Theo dõi),221.0,false,17.8,true,5.4,false,7,false,,false,false
pet011,Lisa,dog,Siamese,2025-07-02,1,Vàng (Theo dõi),284.0,false,16.9,true,6.0,false,5,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-07-02,1,Vàng (Theo dõi),272.0,true,12.1,false,4.5,false,7,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-07-02,1,Vàng (Theo dõi),287.0,true,16.7,false,4.3,false,9,false,,false,false
pet017,Tracy,cat,Siamese,2025-07-02,1,Vàng (Theo dõi),245.0,true,16.2,false,4.0,false,3,false,,false,false
pet017,Tracy,cat,Siamese,2025-07-02,1,Vàng (Theo dõi),265.0,true,17.6,false,5.4,false,6,false,,false,false
pet019,Mark,cat,Munchkin,2025-07-02,1,Vàng (Theo dõi),275.0,true,16.7,false,3.6,false,5,false,,false,false
pet003,Angelica,dog,Siamese,2025-07-01,3,Cam (Cảnh báo),300.0,false,16.6,true,4.7,true,9,false,,false,false
pet010,Chris,dog,British Shorthair,2025-07-01,3,Cam (Cảnh báo),187.0,false,17.5,true,3.3,true,9,false,,false,false
pet011,Lisa,dog,Siamese,2025-07-01,3,Cam (Cảnh báo),190.0,false,17.1,true,4.1,true,4,false,,false,false
pet002,Steven,cat,Munchkin,2025-07-01,3,Cam (Cảnh báo),272.0,true,16.0,false,6.4,true,7,false,,false,false
pet001,Charlene,dog,Siamese,2025-07-01,2,Vàng (Theo dõi),222.0,false,15.0,false,3.9,true,0,false,,false,false
pet003,Angelica,dog,Siamese,2025-07-01,2,Vàng (Theo dõi),168.0,false,13.5,false,2.7,true,6,false,,false,false
pet006,Sandra,dog,Siamese,2025-07-01,2,Vàng (Theo dõi),282.0,false,16.0,false,4.0,true,1,false,,false,false
pet011,Lisa,dog,Siamese,2025-07-01,2,Vàng (Theo dõi),274.0,false,13.8,false,2.8,true,8,false,,false,false
pet009,Justin,cat,Persian,2025-07-01,2,Vàng (Theo dõi),168.0,false,17.5,false,6.3,true,10,false,,false,false
pet016,Mark,cat,British Shorthair,2025-07-01,2,Vàng (Theo dõi),212.0,false,15.1,false,6.4,true,9,false,,false,false
pet013,Adam,dog,British Shorthair,2025-07-01,1,Vàng (Theo dõi),297.0,false,17.4,true,5.2,false,6,false,,false,false
pet002,Steven,cat,Munchkin,2025-07-01,1,Vàng (Theo dõi),245.0,true,15.6,false,3.1,false,10,false,,false,false
pet002,Steven,cat,Munchkin,2025-07-01,1,Vàng (Theo dõi),248.0,true,13.3,false,5.7,false,9,false,,false,false
pet004,Oscar,cat,Bengal,2025-07-01,1,Vàng (Theo dõi),298.0,true,15.1,false,5.5,false,7,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-07-01,1,Vàng (Theo dõi),249.0,true,18.0,false,5.4,false,4,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-07-01,1,Vàng (Theo dõi),245.0,true,14.8,false,2.6,false,10,false,,false,false
pet018,Amy,cat,Bengal,2025-07-01,1,Vàng (Theo dõi),271.0,true,17.1,false,3.3,false,10,false,,false,false
pet006,Sandra,dog,Siamese,2025-06-30,3,Cam (Cảnh báo),262.0,false,17.8,true,2.8,true,6,false,,false,false
pet010,Chris,dog,British Shorthair,2025-06-30,3,Cam (Cảnh báo),288.0,false,16.4,true,2.8,true,9,false,,false,false
pet014,Kent,dog,Munchkin,2025-06-30,3,Cam (Cảnh báo),239.0,false,17.5,true,2.6,true,4,false,,false,false
pet015,Jose,dog,Munchkin,2025-06-30,3,Cam (Cảnh báo),155.0,false,16.4,true,3.7,true,4,false,,false,false
pet006,Sandra,dog,Siamese,2025-06-30,2,Vàng (Theo dõi),184.0,false,13.2,false,3.3,true,7,false,,false,false
pet006,Sandra,dog,Siamese,2025-06-30,2,Vàng (Theo dõi),163.0,false,14.1,false,4.5,true,8,false,,false,false
pet007,Nicholas,dog,Persian,2025-06-30,2,Vàng (Theo dõi),252.0,false,13.5,false,4.8,true,6,false,,false,false
pet007,Nicholas,dog,Persian,2025-06-30,2,Vàng (Theo dõi),281.0,false,13.6,false,3.0,true,0,false,,false,false
pet007,Nicholas,dog,Persian,2025-06-30,2,Vàng (Theo dõi),186.0,false,13.3,false,4.0,true,5,false,,false,false
pet010,Chris,dog,British Shorthair,2025-06-30,2,Vàng (Theo dõi),272.0,false,15.1,false,2.9,true,1,false,,false,false
pet010,Chris,dog,British Shorthair,2025-06-30,2,Vàng (Theo dõi),216.0,false,14.8,false,3.2,true,10,false,,false,false
pet011,Lisa,dog,Siamese,2025-06-30,2,Vàng (Theo dõi),248.0,false,13.8,false,2.7,true,0,false,,false,false
pet015,Jose,dog,Munchkin,2025-06-30,2,Vàng (Theo dõi),192.0,false,14.9,false,3.0,true,6,false,,false,false
pet020,Veronica,cat,Munchkin,2025-06-30,2,Vàng (Theo dõi),238.0,false,14.8,false,6.1,true,9,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-30,1,Vàng (Theo dõi),272.0,false,16.4,true,5.2,false,5,false,,false,false
pet005,Michael,cat,Persian,2025-06-30,1,Vàng (Theo dõi),275.0,true,16.0,false,3.1,false,5,false,,false,false
pet016,Mark,cat,British Shorthair,2025-06-30,1,Vàng (Theo dõi),280.0,true,15.2,false,5.2,false,8,false,,false,false
pet018,Amy,cat,Bengal,2025-06-30,1,Vàng (Theo dõi),259.0,true,14.0,false,5.5,false,4,false,,false,false
pet003,Angelica,dog,Siamese,2025-06-29,3,Cam (Cảnh báo),294.0,false,17.6,true,4.9,true,6,false,,false,false
pet006,Sandra,dog,Siamese,2025-06-29,3,Cam (Cảnh báo),172.0,false,17.8,true,4.0,true,7,false,,false,false
pet012,Jessica,dog,Bengal,2025-06-29,3,Cam (Cảnh báo),273.0,false,17.6,true,2.7,true,1,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-29,3,Cam (Cảnh báo),245.0,false,16.2,true,4.0,true,2,false,,false,false
pet015,Jose,dog,Munchkin,2025-06-29,3,Cam (Cảnh báo),158.0,false,16.5,true,2.9,true,2,false,,false,false
pet011,Lisa,dog,Siamese,2025-06-29,2,Vàng (Theo dõi),261.0,false,15.3,false,4.1,true,3,false,,false,false
pet014,Kent,dog,Munchkin,2025-06-29,2,Vàng (Theo dõi),179.0,false,13.3,false,2.7,true,7,false,,false,false
pet015,Jose,dog,Munchkin,2025-06-29,2,Vàng (Theo dõi),200.0,false,12.5,false,3.2,true,6,false,,false,false
pet019,Mark,cat,Munchkin,2025-06-29,2,Vàng (Theo dõi),155.0,false,14.1,false,6.3,true,7,false,,false,false
pet007,Nicholas,dog,Persian,2025-06-29,1,Vàng (Theo dõi),233.0,false,16.7,true,5.6,false,4,false,,false,false
pet012,Jessica,dog,Bengal,2025-06-29,1,Vàng (Theo dõi),151.0,false,17.5,true,5.3,false,2,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-29,1,Vàng (Theo dõi),262.0,false,17.4,true,6.3,false,5,false,,false,false
pet014,Kent,dog,Munchkin,2025-06-29,1,Vàng (Theo dõi),231.0,false,17.7,true,5.5,false,10,false,,false,false
pet005,Michael,cat,Persian,2025-06-29,1,Vàng (Theo dõi),295.0,true,16.2,false,5.6,false,4,false,,false,false
pet016,Mark,cat,British Shorthair,2025-06-29,1,Vàng (Theo dõi),254.0,true,17.2,false,4.7,false,0,false,,false,false
pet018,Amy,cat,Bengal,2025-06-29,1,Vàng (Theo dõi),280.0,true,14.2,false,4.6,false,5,false,,false,false
pet019,Mark,cat,Munchkin,2025-06-29,1,Vàng (Theo dõi),297.0,true,13.1,false,5.3,false,8,false,,false,false
pet020,Veronica,cat,Munchkin,2025-06-29,1,Vàng (Theo dõi),278.0,true,14.0,false,6.0,false,8,false,,false,false
pet007,Nicholas,dog,Persian,2025-06-28,3,Cam (Cảnh báo),285.0,false,16.2,true,3.9,true,4,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-28,3,Cam (Cảnh báo),268.0,false,16.2,true,2.7,true,7,false,,false,false
pet010,Chris,dog,British Shorthair,2025-06-28,2,Vàng (Theo dõi),294.0,false,15.1,false,3.0,true,3,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-28,2,Vàng (Theo dõi),287.0,false,13.4,false,4.1,true,6,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-28,2,Vàng (Theo dõi),237.0,false,14.9,false,3.1,true,3,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-28,2,Vàng (Theo dõi),289.0,false,16.0,false,2.6,true,3,false,,false,false
pet015,Jose,dog,Munchkin,2025-06-28,2,Vàng (Theo dõi),258.0,false,15.6,false,4.7,true,1,false,,false,false
pet009,Justin,cat,Persian,2025-06-28,2,Vàng (Theo dõi),226.0,false,15.6,false,6.4,true,2,false,,false,false
pet006,Sandra,dog,Siamese,2025-06-28,1,Vàng (Theo dõi),217.0,false,16.5,true,6.5,false,3,false,,false,false
pet015,Jose,dog,Munchkin,2025-06-28,1,Vàng (Theo dõi),223.0,false,16.7,true,5.8,false,9,false,,false,false
pet005,Michael,cat,Persian,2025-06-28,1,Vàng (Theo dõi),264.0,true,17.0,false,3.8,false,9,false,,false,false
pet009,Justin,cat,Persian,2025-06-28,1,Vàng (Theo dõi),282.0,true,14.9,false,5.6,false,7,false,,false,false
pet019,Mark,cat,Munchkin,2025-06-28,1,Vàng (Theo dõi),252.0,true,17.0,false,6.0,false,6,false,,false,false
pet020,Veronica,cat,Munchkin,2025-06-28,1,Vàng (Theo dõi),284.0,true,16.1,false,5.9,false,3,false,,false,false
pet001,Charlene,dog,Siamese,2025-06-27,3,Cam (Cảnh báo),285.0,false,16.1,true,2.7,true,5,false,,false,false
pet010,Chris,dog,British Shorthair,2025-06-27,3,Cam (Cảnh báo),186.0,false,17.3,true,4.7,true,9,false,,false,false
pet012,Jessica,dog,Bengal,2025-06-27,3,Cam (Cảnh báo),296.0,false,16.4,true,3.5,true,3,false,,false,false
pet009,Justin,cat,Persian,2025-06-27,3,Cam (Cảnh báo),272.0,true,13.7,false,6.2,true,8,false,,false,false
pet009,Justin,cat,Persian,2025-06-27,3,Cam (Cảnh báo),254.0,true,12.9,false,6.1,true,10,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-27,2,Vàng (Theo dõi),173.0,false,14.4,false,2.7,true,0,false,,false,false
pet014,Kent,dog,Munchkin,2025-06-27,2,Vàng (Theo dõi),231.0,false,13.9,false,4.1,true,0,false,,false,false
pet015,Jose,dog,Munchkin,2025-06-27,2,Vàng (Theo dõi),298.0,false,13.6,false,4.2,true,1,false,,false,false
pet001,Charlene,dog,Siamese,2025-06-27,1,Vàng (Theo dõi),229.0,false,16.3,true,5.8,false,9,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-27,1,Vàng (Theo dõi),291.0,false,16.9,true,5.6,false,3,false,,false,false
pet002,Steven,cat,Munchkin,2025-06-27,1,Vàng (Theo dõi),268.0,true,16.2,false,2.6,false,8,false,,false,false
pet016,Mark,cat,British Shorthair,2025-06-27,1,Vàng (Theo dõi),258.0,true,14.9,false,5.4,false,3,false,,false,false
pet016,Mark,cat,British Shorthair,2025-06-27,1,Vàng (Theo dõi),284.0,true,12.1,false,3.5,false,5,false,,false,false
pet017,Tracy,cat,Siamese,2025-06-27,1,Vàng (Theo dõi),270.0,true,16.7,false,4.2,false,2,false,,false,false
pet018,Amy,cat,Bengal,2025-06-27,1,Vàng (Theo dõi),268.0,true,15.2,false,2.8,false,4,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-26,3,Cam (Cảnh báo),233.0,false,17.3,true,4.5,true,3,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-26,3,Cam (Cảnh báo),166.0,false,17.1,true,2.9,true,1,false,,false,false
pet014,Kent,dog,Munchkin,2025-06-26,3,Cam (Cảnh báo),245.0,false,17.8,true,3.4,true,7,false,,false,false
pet015,Jose,dog,Munchkin,2025-06-26,3,Cam (Cảnh báo),247.0,false,17.3,true,3.1,true,2,false,,false,false
pet018,Amy,cat,Bengal,2025-06-26,3,Cam (Cảnh báo),295.0,true,12.9,false,6.1,true,10,false,,false,false
pet001,Charlene,dog,Siamese,2025-06-26,2,Vàng (Theo dõi),215.0,false,12.3,false,3.2,true,5,false,,false,false
pet003,Angelica,dog,Siamese,2025-06-26,2,Vàng (Theo dõi),266.0,false,14.1,false,4.2,true,10,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-26,2,Vàng (Theo dõi),283.0,false,14.9,false,3.0,true,3,false,,false,false
pet015,Jose,dog,Munchkin,2025-06-26,2,Vàng (Theo dõi),255.0,false,14.4,false,4.9,true,8,false,,false,false
pet004,Oscar,cat,Bengal,2025-06-26,2,Vàng (Theo dõi),203.0,false,17.9,false,6.3,true,7,false,,false,false
pet020,Veronica,cat,Munchkin,2025-06-26,2,Vàng (Theo dõi),163.0,false,15.2,false,6.4,true,6,false,,false,false
pet020,Veronica,cat,Munchkin,2025-06-26,2,Vàng (Theo dõi),208.0,false,12.9,false,6.5,true,0,false,,false,false
pet001,Charlene,dog,Siamese,2025-06-26,1,Vàng (Theo dõi),250.0,false,17.3,true,5.7,false,2,false,,false,false
pet011,Lisa,dog,Siamese,2025-06-26,1,Vàng (Theo dõi),163.0,false,18.0,true,6.4,false,3,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-26,1,Vàng (Theo dõi),206.0,false,16.7,true,5.0,false,1,false,,false,false
pet001,Charlene,dog,Siamese,2025-06-25,3,Cam (Cảnh báo),239.0,false,17.6,true,2.9,true,2,false,,false,false
pet014,Kent,dog,Munchkin,2025-06-25,3,Cam (Cảnh báo),267.0,false,17.4,true,2.7,true,1,false,,false,false
pet016,Mark,cat,British Shorthair,2025-06-25,3,Cam (Cảnh báo),295.0,true,13.1,false,6.1,true,3,false,,false,false
pet003,Angelica,dog,Siamese,2025-06-25,2,Vàng (Theo dõi),167.0,false,15.5,false,2.7,true,10,false,,false,false
pet011,Lisa,dog,Siamese,2025-06-25,2,Vàng (Theo dõi),159.0,false,14.4,false,2.9,true,8,false,,false,false
pet012,Jessica,dog,Bengal,2025-06-25,2,Vàng (Theo dõi),191.0,false,12.2,false,4.8,true,7,false,,false,false
pet015,Jose,dog,Munchkin,2025-06-25,2,Vàng (Theo dõi),183.0,false,13.5,false,4.1,true,1,false,,false,false
pet005,Michael,cat,Persian,2025-06-25,2,Vàng (Theo dõi),171.0,false,17.0,false,6.1,true,7,false,,false,false
pet004,Oscar,cat,Bengal,2025-06-25,1,Vàng (Theo dõi),293.0,true,14.4,false,4.9,false,2,false,,false,false
pet004,Oscar,cat,Bengal,2025-06-25,1,Vàng (Theo dõi),298.0,true,17.4,false,4.7,false,0,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-06-25,1,Vàng (Theo dõi),277.0,true,13.3,false,4.4,false,10,false,,false,false
pet020,Veronica,cat,Munchkin,2025-06-25,1,Vàng (Theo dõi),254.0,true,12.5,false,4.8,false,5,false,,false,false
pet001,Charlene,dog,Siamese,2025-06-24,3,Cam (Cảnh báo),203.0,false,17.3,true,2.6,true,9,false,,false,false
pet010,Chris,dog,British Shorthair,2025-06-24,2,Vàng (Theo dõi),185.0,false,13.4,false,4.8,true,0,false,,false,false
pet011,Lisa,dog,Siamese,2025-06-24,2,Vàng (Theo dõi),280.0,false,15.5,false,2.8,true,3,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-24,2,Vàng (Theo dõi),229.0,false,15.4,false,2.7,true,4,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-24,2,Vàng (Theo dõi),180.0,false,12.8,false,3.4,true,2,false,,false,false
pet014,Kent,dog,Munchkin,2025-06-24,2,Vàng (Theo dõi),174.0,false,13.6,false,3.2,true,4,false,,false,false
pet004,Oscar,cat,Bengal,2025-06-24,2,Vàng (Theo dõi),185.0,false,12.6,false,6.1,true,1,false,,false,false
pet008,Jessica,cat,British Shorthair,2025-06-24,2,Vàng (Theo dõi),222.0,false,15.5,false,6.1,true,4,false,,false,false
pet017,Tracy,cat,Siamese,2025-06-24,2,Vàng (Theo dõi),195.0,false,12.5,false,6.2,true,0,false,,false,false
pet020,Veronica,cat,Munchkin,2025-06-24,2,Vàng (Theo dõi),200.0,false,14.0,false,6.1,true,10,false,,false,false
pet001,Charlene,dog,Siamese,2025-06-24,1,Vàng (Theo dõi),227.0,false,17.6,true,6.1,false,8,false,,false,false
pet003,Angelica,dog,Siamese,2025-06-24,1,Vàng (Theo dõi),207.0,false,17.8,true,6.3,false,2,false,,false,false
pet007,Nicholas,dog,Persian,2025-06-24,1,Vàng (Theo dõi),291.0,false,17.1,true,6.1,false,9,false,,false,false
pet011,Lisa,dog,Siamese,2025-06-24,1,Vàng (Theo dõi),178.0,false,17.4,true,6.5,false,9,false,,false,false
pet012,Jessica,dog,Bengal,2025-06-24,1,Vàng (Theo dõi),195.0,false,17.7,true,6.3,false,10,false,,false,false
pet013,Adam,dog,British Shorthair,2025-06-24,1,Vàng (Theo dõi),239.0,false,17.3,true,6.0,false,1,false,,false,false
pet005,Michael,cat,Persian,2025-06-24,1,Vàng (Theo dõi),263.0,true,12.2,false,5.2,false,0,false,,false,false
pet005,Michael,cat,Persian,2025-06-24,1,Vàng (Theo dõi),288.0,true,18.0,false,4.8,false,3,false,,false,false
pet009,Justin,cat,Persian,2025-06-24,1,Vàng (Theo dõi),273.0,true,15.6,false,4.8,false,9,false,,false,false
pet020,Veronica,cat,Munchkin,2025-06-24,1,Vàng (Theo dõi),264.0,true,13.3,false,5.6,false,0,false,,false,false
pet007,Nicholas,dog,Persian,2025-06-23,3,Cam (Cảnh báo),185.0,false,17.2,true,3.9,true,2,false,,false,false
pet010,Chris,dog,British Shorthair,2025-06-23,3,Cam (Cảnh báo),235.0,false,17.4,true,4.2,true,6,false,,false,false
pet012,Jessica,dog,Bengal,2025-06-23,3,Cam (Cảnh báo),152.0,false,17.9,true,3.3,true,9,false,,false,false
pet009,Justin,cat,Persian,2025-06-23,3,Cam (Cảnh báo),243.0,true,17.5,false,6.3,true,5,false,,false,false
pet001,Charlene,dog,Siamese,2025-06-23,2,Vàng (Theo dõi),173.0,false,14.2,false,3.1,true,5,false,,false,false
pet003,Angelica,dog,Siamese,2025-06-23,2,Vàng (Theo dõi),283.0,false,12.1,false,3.2,true,8,false,,false,false
pet010,Chris,dog,British Shorthair,2025-06-23,2,Vàng (Theo dõi),153.0,false,15.1,false,3.6,true,1,false,,false,false
pet011,Lisa,dog,Siamese,2025-06-23,2,Vàng (Theo dõi),257.0,false,14.2,false,3.5,true,1,false,,false,false
pet011,Lisa,dog,Siamese,2025-06-23,2,Vàng (Theo dõi),298.0,false,13.1,false,2.7,true,7,false,,false,false
pet014,Kent,dog,Munchkin,2025-06-23,2,Vàng (Theo dõi),220.0,false,13.9,false,4.1,true,7,false,,false,false
pet016,Mark,cat,British Shorthair,2025-06-23,2,Vàng (Theo dõi),213.0,false,17.2,false,6.4,true,10,false,,false,false
pet018,Amy,cat,Bengal,2025-06-23,2,Vàng (Theo dõi),233.0,false,14.4,false,6.2,true,3,false,,false,false
pet018,Amy,cat,Bengal,2025-06-23,1,Vàng (Theo dõi),273.0,true,15.2,false,5.4,false,10,false,,false,false
